generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§240000020§3.5490804§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 24, 0, 21, 17, 14, 16, 23, 19, 5]))§1045§0.48029503
2§3.9348533§3.429586§Chromosome(steinerPoints=[(0.77340055, 0.19336665)], includedObstacleCornersIndices=set([8, 20, 14, 15, 1, 13, 24, 0, 23, 19]))§1321§0.5042043
3§3.8535585§3.3653064§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([15, 14, 8, 20, 1, 24, 5, 23]))§1604§0.52949864
7§3.6059542§3.3617198§Chromosome(steinerPoints=[(0.06467539, 0.8335458), (0.9477157, 0.19577803), (0.77340055, 0.19336665)], includedObstacleCornersIndices=set([1, 24, 23, 8, 19, 14, 15, 20]))§2716§0.62334347
8§20000004§3.3477006§Chromosome(steinerPoints=[(0.921228, 0.2316484)], includedObstacleCornersIndices=set([14, 8, 20, 24, 5, 23, 1]))§2993§0.6467636
9§3.5190043§3.3433356§Chromosome(steinerPoints=[(0.64693826, 0.6457921)], includedObstacleCornersIndices=set([8, 20, 19, 1, 23, 5, 14]))§3270§0.6691515
10§3.4866295§3.3168151§Chromosome(steinerPoints=[(0.7402862, 0.14228848)], includedObstacleCornersIndices=set([14, 19, 1, 23, 5, 20, 15]))§3534§0.6919737
13§3.4076865§3.3019097§Chromosome(steinerPoints=[(0.65680707, 0.13910235), (0.18003367, 0.53015614)], includedObstacleCornersIndices=set([15, 20, 19, 14, 23, 1, 5]))§4358§0.76170737
18§3.3666072§3.2905493§Chromosome(steinerPoints=[(0.35011595, 0.06815674), (0.64693826, 0.6457921), (0.9268883, 0.22139153), (0.65680707, 0.13910235)], includedObstacleCornersIndices=set([1, 23, 5, 19, 20, 14]))§5722§0.88247323
22§3.349117§3.2896557§Chromosome(steinerPoints=[(0.9236606, 0.22696029), (0.8776812, 0.6037725), (0.64693826, 0.6457921), (0.65680707, 0.13910235)], includedObstacleCornersIndices=set([20, 1, 23, 5, 19, 14]))§6832§0.97951466
25§3.3376286§3.286646§Chromosome(steinerPoints=[(0.35011595, 0.06815674), (0.18003367, 0.53015614), (0.64693826, 0.6457921), (0.9268883, 0.22139153), (0.65680707, 0.13910235)], includedObstacleCornersIndices=set([1, 23, 5, 19, 20, 14]))§7663§1.0555537
27§20000004§3.284514§Chromosome(steinerPoints=[(0.9477157, 0.19577803), (0.35011595, 0.06815674), (0.65680707, 0.13910235), (0.64693826, 0.6457921), (0.8776812, 0.6037725)], includedObstacleCornersIndices=set([5, 23, 15, 20, 19, 14, 1]))§8214§1.1078176
28§20000004§3.2833757§Chromosome(steinerPoints=[(0.9236606, 0.22696029), (0.8776812, 0.6037725), (0.64693826, 0.6457921), (0.65680707, 0.13910235), (0.18003367, 0.53015614), (0.35011595, 0.06815674)], includedObstacleCornersIndices=set([20, 19, 14, 1, 23, 5]))§8488§1.1337764
31§3.321302§3.2803707§Chromosome(steinerPoints=[(0.18003367, 0.53015614), (0.35011595, 0.06815674), (0.9477157, 0.19577803), (0.65680707, 0.13910235), (0.64693826, 0.6457921), (0.8776812, 0.6037725)], includedObstacleCornersIndices=set([5, 1, 14, 20, 19]))§9326§1.2155435
32§3.3166287§3.2794843§Chromosome(steinerPoints=[(0.35011595, 0.06815674), (0.18003367, 0.53015614), (0.48745894, 0.02121181), (0.8776812, 0.6037725), (0.9477157, 0.19577803), (0.64693826, 0.6457921), (0.65680707, 0.13910235)], includedObstacleCornersIndices=set([1, 5, 19, 14, 20]))§9594§1.2425084
34§20000004§3.278934§Chromosome(steinerPoints=[(0.65680707, 0.13910235), (0.64693826, 0.6457921), (0.48745894, 0.02121181), (0.9477157, 0.19577803), (0.8776812, 0.6037725), (0.9387953, 0.20359783), (0.35011595, 0.06815674), (0.18003367, 0.53015614)], includedObstacleCornersIndices=set([19, 14, 20, 5, 1]))§10152§1.2999709
535§60000004§3.2789154§Chromosome(steinerPoints=[(0.18003367, 0.53015614), (0.9387953, 0.20359783), (0.8776812, 0.6037725), (0.35011595, 0.06815674), (0.64693826, 0.6457921), (0.48745894, 0.02121181), (0.65680707, 0.13910235), (0.7278723, 0.11087154)], includedObstacleCornersIndices=set([1, 5, 20, 19, 14]))§148941§17.011293
