generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3.5961227§3.1060638§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8]))§679§1.0097957
2§3.4351068§3.1028025§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3]))§848§1.0346488
3§3.3457773§3.0927026§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 3]))§1015§1.0577307
6§3.2219431§3.0910828§Chromosome(steinerPoints=[(0.6872314, 0.53573745)], includedObstacleCornersIndices=set([3]))§1516§1.1201013
7§3.1919358§3.0804243§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([28, 8, 15, 16]))§1684§1.1412382
10§3.1526928§3.0774503§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 15, 16]))§2193§1.201802
14§3.1357017§3.0750532§Chromosome(steinerPoints=[(0.41409504, 0.91810524)], includedObstacleCornersIndices=set([15, 28, 16, 3]))§2871§1.2831435
17§3.129804§3.0555758§Chromosome(steinerPoints=[(0.6872314, 0.53573745)], includedObstacleCornersIndices=set([3, 28, 15, 16, 6, 8]))§3374§1.3493487
24§3.1121147§3.0503368§Chromosome(steinerPoints=[(0.72322845, 0.5965917)], includedObstacleCornersIndices=set([8, 3, 15, 28, 16]))§4576§1.5206132
25§3.1068745§3.0485704§Chromosome(steinerPoints=[(0.6872314, 0.53573745), (0.9598286, 0.7866192)], includedObstacleCornersIndices=set([8, 3, 15, 16]))§4749§1.548226
26§3.1095705§3.0482278§Chromosome(steinerPoints=[(0.72322845, 0.5965917), (0.41409504, 0.91810524)], includedObstacleCornersIndices=set([8, 3, 28, 15, 16]))§4917§1.5766897
31§3.0965455§3.0477574§Chromosome(steinerPoints=[(0.6872314, 0.53573745), (0.9598286, 0.7866192), (0.73561686, 0.5435935)], includedObstacleCornersIndices=set([28, 15, 16, 8, 3]))§5774§1.7214727
34§3.093819§3.046406§Chromosome(steinerPoints=[(0.41409504, 0.91810524), (0.9598286, 0.7866192), (0.6872314, 0.53573745)], includedObstacleCornersIndices=set([15, 28, 16, 3, 8, 6]))§6296§1.8332596
36§3.085724§3.043276§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917)], includedObstacleCornersIndices=set([8, 3, 15, 16, 28]))§6654§1.9020382
40§3.0946002§3.041167§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.41409504, 0.91810524)], includedObstacleCornersIndices=set([8, 15, 28, 16, 3]))§7348§2.0330105
49§3.0851383§3.0377574§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.72436714, 0.50475633)], includedObstacleCornersIndices=set([8, 3, 16, 15, 28]))§8922§2.34471
50§3.0819259§3.0358555§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.41409504, 0.91810524), (0.72436714, 0.50475633)], includedObstacleCornersIndices=set([8, 16, 15]))§9098§2.3821669
56§3.0775669§3.0347898§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.41409504, 0.91810524), (0.40292615, 0.89031357), (0.72436714, 0.50475633)], includedObstacleCornersIndices=set([8, 28, 15, 16]))§10157§2.5886872
557§3.0548296§3.0346675§Chromosome(steinerPoints=[(0.72322845, 0.5965917), (0.72436714, 0.50475633), (0.9598286, 0.7866192), (0.40292615, 0.89031357)], includedObstacleCornersIndices=set([8, 16, 15, 28]))§117219§21.20906
