generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3.676075§3.1060638§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8]))§673§1.0885278
3§3.341866§3.1016245§Chromosome(steinerPoints=[(0.92620015, 0.7700452)], includedObstacleCornersIndices=set([3, 8, 14]))§1010§1.1328356
5§3.2361877§3.0927026§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 3]))§1346§1.1740129
6§3.2012458§3.0908113§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([16, 15]))§1514§1.1951277
7§3.1764696§3.0891743§Chromosome(steinerPoints=[(0.92620015, 0.7700452)], includedObstacleCornersIndices=set([16, 15]))§1683§1.2153767
9§3.1495223§3.0807118§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 16, 15]))§2019§1.254543
11§3.1492848§3.0790749§Chromosome(steinerPoints=[(0.92620015, 0.7700452)], includedObstacleCornersIndices=set([8, 16, 15]))§2356§1.2959901
13§3.1391175§3.075193§Chromosome(steinerPoints=[(0.72436714, 0.50475633)], includedObstacleCornersIndices=set([8, 16, 15]))§2695§1.33861
14§3.1338408§3.0673506§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([16, 15, 8, 3]))§2862§1.3604907
15§3.1356187§3.0639858§Chromosome(steinerPoints=[(0.72322845, 0.5965917)], includedObstacleCornersIndices=set([15, 16, 8]))§3029§1.3831213
16§3.129916§3.0626292§Chromosome(steinerPoints=[(0.92620015, 0.7700452), (0.3977725, 0.89180285)], includedObstacleCornersIndices=set([8, 16, 15]))§3201§1.4062688
19§3.122789§3.0506244§Chromosome(steinerPoints=[(0.72322845, 0.5965917)], includedObstacleCornersIndices=set([3, 15, 16, 8]))§3708§1.4760048
22§3.1096582§3.0492198§Chromosome(steinerPoints=[(0.92620015, 0.7700452), (0.72322845, 0.5965917)], includedObstacleCornersIndices=set([8, 3, 15, 16, 6]))§4216§1.5516702
24§3.1044695§3.0437963§Chromosome(steinerPoints=[(0.72322845, 0.5965917), (0.9598286, 0.7866192)], includedObstacleCornersIndices=set([8, 6, 3, 15, 16]))§4561§1.6460947
32§3.0881205§3.041687§Chromosome(steinerPoints=[(0.72322845, 0.5965917), (0.9598286, 0.7866192), (0.41409504, 0.91810524)], includedObstacleCornersIndices=set([6, 8, 15, 16, 3]))§5935§1.872956
33§3.0798404§3.0403843§Chromosome(steinerPoints=[(0.72322845, 0.5965917), (0.92620015, 0.7700452), (0.3977725, 0.89180285), (0.72436714, 0.50475633)], includedObstacleCornersIndices=set([8, 16, 15]))§6107§1.9020836
37§3.0880804§3.038045§Chromosome(steinerPoints=[(0.72322845, 0.5965917), (0.72436714, 0.50475633), (0.9598286, 0.7866192)], includedObstacleCornersIndices=set([3, 15, 16, 8]))§6799§2.028676
42§3.0803792§3.0349605§Chromosome(steinerPoints=[(0.3977725, 0.89180285), (0.72322845, 0.5965917), (0.72436714, 0.50475633), (0.9598286, 0.7866192)], includedObstacleCornersIndices=set([16, 15, 8]))§7674§2.1928923
543§3.0572593§3.034673§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.72436714, 0.50475633), (0.3977725, 0.89180285)], includedObstacleCornersIndices=set([28, 16, 15, 8]))§113933§21.904297
