generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3.5614457§3.1028025§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3]))§672§0.92498267
3§3.3057764§3.0908113§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([16, 15]))§1007§0.967818
7§3.1680772§3.0809445§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 6, 15, 16]))§1683§1.0480466
8§3.15556§3.0774503§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([15, 16, 3]))§1850§1.0682021
10§3.1447692§3.067063§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([16, 15, 28, 3, 8]))§2187§1.1074759
14§3.1332107§3.0639858§Chromosome(steinerPoints=[(0.72322845, 0.5965917)], includedObstacleCornersIndices=set([15, 16, 8]))§2865§1.1890037
16§3.126138§3.0556312§Chromosome(steinerPoints=[(0.6872314, 0.53573745)], includedObstacleCornersIndices=set([15, 3, 8, 16]))§3202§1.2321608
18§3.121091§3.0506244§Chromosome(steinerPoints=[(0.72322845, 0.5965917)], includedObstacleCornersIndices=set([15, 16, 3, 8]))§3539§1.2780086
22§3.1049855§3.043276§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917)], includedObstacleCornersIndices=set([8, 15, 16, 3, 28]))§4225§1.3744525
32§3.0914311§3.038045§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.72436714, 0.50475633)], includedObstacleCornersIndices=set([8, 3, 15, 16]))§5951§1.6519878
34§3.0847993§3.0359359§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.72436714, 0.50475633), (0.41409504, 0.91810524)], includedObstacleCornersIndices=set([8, 15, 16, 3]))§6291§1.7121036
47§3.0758107§3.035568§Chromosome(steinerPoints=[(0.41409504, 0.91810524), (0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.72436714, 0.50475633)], includedObstacleCornersIndices=set([15, 16, 28, 8]))§8552§2.14385
59§3.0774162§3.0347898§Chromosome(steinerPoints=[(0.41409504, 0.91810524), (0.72322845, 0.5965917), (0.72436714, 0.50475633), (0.9598286, 0.7866192), (0.40292615, 0.89031357)], includedObstacleCornersIndices=set([15, 16, 28, 8]))§10677§2.6073298
560§3.062038§3.0346675§Chromosome(steinerPoints=[(0.72436714, 0.50475633), (0.9598286, 0.7866192), (0.40292615, 0.89031357), (0.72322845, 0.5965917)], includedObstacleCornersIndices=set([28, 8, 16, 15]))§117904§23.083815
