generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3.6890445§3.0937672§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 28, 15, 8]))§674§0.6287461
7§3.219874§3.067063§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 28, 15, 8, 16]))§1676§0.7101354
12§3.1344814§3.0600023§Chromosome(steinerPoints=[(0.9598286, 0.7866192)], includedObstacleCornersIndices=set([28, 3, 15, 16, 8]))§2519§0.77133006
16§3.1223452§3.0553434§Chromosome(steinerPoints=[(0.6872314, 0.53573745)], includedObstacleCornersIndices=set([8, 16, 3, 15, 28]))§3199§0.8237011
19§3.1166406§3.0485704§Chromosome(steinerPoints=[(0.6872314, 0.53573745), (0.9598286, 0.7866192)], includedObstacleCornersIndices=set([8, 16, 3, 15]))§3712§0.867255
25§3.1028025§3.043276§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917)], includedObstacleCornersIndices=set([3, 28, 15, 16, 8]))§4739§0.9580227
38§3.0817637§3.0413744§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.41409504, 0.91810524)], includedObstacleCornersIndices=set([8, 15, 16]))§6989§1.2640996
42§3.085903§3.038045§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.72436714, 0.50475633)], includedObstacleCornersIndices=set([3, 16, 15, 8]))§7683§1.3393626
43§3.0798283§3.035648§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.72436714, 0.50475633), (0.41409504, 0.91810524)], includedObstacleCornersIndices=set([8, 3, 16, 28, 15]))§7858§1.3580775
49§3.07885§3.0347898§Chromosome(steinerPoints=[(0.72322845, 0.5965917), (0.41409504, 0.91810524), (0.72436714, 0.50475633), (0.9598286, 0.7866192), (0.40292615, 0.89031357)], includedObstacleCornersIndices=set([28, 16, 15, 8]))§8908§1.471521
67§3.0700228§3.0342221§Chromosome(steinerPoints=[(0.72322845, 0.5965917), (0.9598286, 0.7866192), (0.72436714, 0.50475633), (0.40292615, 0.89031357), (0.6849679, 0.4907962)], includedObstacleCornersIndices=set([16, 15, 8]))§12092§1.8472204
80§3.074656§3.0338914§Chromosome(steinerPoints=[(0.40292615, 0.89031357), (0.72322845, 0.5965917), (0.9598286, 0.7866192), (0.72436714, 0.50475633), (0.6849679, 0.4907962), (0.6707011, 0.47889167)], includedObstacleCornersIndices=set([15, 16, 28, 8]))§14402§2.2009702
372§3.0603845§3.0309634§Chromosome(steinerPoints=[(0.9598286, 0.7866192), (0.72322845, 0.5965917), (0.72436714, 0.50475633), (0.40292615, 0.89031357), (0.6707011, 0.47889167), (0.7191173, 0.5069994)], includedObstacleCornersIndices=set([8, 16, 15, 28]))§74024§15.103054
873§3.0534341§3.0308292§Chromosome(steinerPoints=[(0.6707011, 0.47889167), (0.7191173, 0.5069994), (0.72322845, 0.5965917), (0.9598286, 0.7866192), (0.40292615, 0.89031357)], includedObstacleCornersIndices=set([8, 16, 28, 15]))§190483§38.39735
