function evaluations§best§chromosome§runtime in seconds
2§1.2296716§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1]))§0.000102522
4§1.1805258§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 0]))§0.000257391
6§0.7158545§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§0.000365573
14§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§0.000489744
139206§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§0.52461076
