function evaluations§best§chromosome§runtime in seconds
2§2.7699041§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([13]))§0.000652326
11964§2.7388873§Chromosome(steinerPoints=[(0.72311515, 0.6382986), (0.46913034, 0.7005237), (0.6105735, 0.71795434)], includedObstacleCornersIndices=set([13, 6, 7]))§1.5090194
11988§2.7159052§Chromosome(steinerPoints=[(0.72311515, 0.6382986), (0.46913034, 0.7005237), (0.18362412, 0.2874792)], includedObstacleCornersIndices=set([13, 6, 7]))§1.5103723
11993§2.6885493§Chromosome(steinerPoints=[(0.72311515, 0.6382986), (0.46913034, 0.7005237), (0.18362412, 0.2874792), (0.44421703, 0.7827236)], includedObstacleCornersIndices=set([13, 6, 7]))§1.5107874
12029§2.687796§Chromosome(steinerPoints=[(0.72311515, 0.6382986), (0.46913034, 0.7005237), (0.18362412, 0.2874792), (0.44421703, 0.7827236), (0.90788984, 0.70738804)], includedObstacleCornersIndices=set([13, 7]))§1.5125964
12051§2.6869245§Chromosome(steinerPoints=[(0.72311515, 0.6382986), (0.46913034, 0.7005237), (0.18362412, 0.2874792), (0.44421703, 0.7827236), (0.90788984, 0.70738804), (0.4781427, 0.6869557)], includedObstacleCornersIndices=set([13, 7]))§1.5138916
12087§2.6805427§Chromosome(steinerPoints=[(0.72311515, 0.6382986), (0.4781427, 0.6869557), (0.18362412, 0.2874792), (0.44421703, 0.7827236), (0.90788984, 0.70738804), (0.17688689, 0.33718815)], includedObstacleCornersIndices=set([13, 7, 16]))§1.5163573
12088§2.6297545§Chromosome(steinerPoints=[(0.17688689, 0.33718815), (0.4781427, 0.6869557), (0.18362412, 0.2874792), (0.44421703, 0.7827236), (0.90788984, 0.70738804)], includedObstacleCornersIndices=set([13, 7, 16]))§1.5164804
12099§2.6212683§Chromosome(steinerPoints=[(0.17688689, 0.33718815), (0.4781427, 0.6869557), (0.18362412, 0.2874792), (0.44421703, 0.7827236), (0.90788984, 0.70738804)], includedObstacleCornersIndices=set([13, 7]))§1.5173638
12131§2.6141114§Chromosome(steinerPoints=[(0.17688689, 0.33718815), (0.4781427, 0.6869557), (0.18362412, 0.2874792), (0.44421703, 0.7827236), (0.90788984, 0.70738804)], includedObstacleCornersIndices=set([7]))§1.5190821
12344§2.611587§Chromosome(steinerPoints=[(0.17688689, 0.33718815), (0.4781427, 0.6869557), (0.18362412, 0.2874792), (0.44421703, 0.7827236), (0.90788984, 0.70738804), (0.48768598, 0.70249873)], includedObstacleCornersIndices=set([7]))§1.5306036
12477§2.610466§Chromosome(steinerPoints=[(0.17688689, 0.33718815), (0.48768598, 0.70249873), (0.18362412, 0.2874792), (0.44421703, 0.7827236), (0.90788984, 0.70738804), (0.45616326, 0.78101784)], includedObstacleCornersIndices=set([7]))§1.5378048
135522§2.60937§Chromosome(steinerPoints=[(0.17688689, 0.33718815), (0.48768598, 0.70249873), (0.90788984, 0.70738804), (0.45616326, 0.78101784), (0.17212202, 0.24241531)], includedObstacleCornersIndices=set([7]))§7.2326155
135541§2.6087248§Chromosome(steinerPoints=[(0.17688689, 0.33718815), (0.48768598, 0.70249873), (0.90788984, 0.70738804), (0.45616326, 0.78101784), (0.17212202, 0.24241531), (0.16684315, 0.33055866)], includedObstacleCornersIndices=set([7]))§7.2337046
247487§2.6075141§Chromosome(steinerPoints=[(0.16684315, 0.33055866), (0.17212202, 0.24241531), (0.90788984, 0.70738804), (0.45616326, 0.78101784), (0.5004202, 0.7145285), (0.4672335, 0.780388)], includedObstacleCornersIndices=set([7]))§12.412503
247516§2.6059318§Chromosome(steinerPoints=[(0.16684315, 0.33055866), (0.17212202, 0.24241531), (0.90788984, 0.70738804), (0.4672335, 0.780388), (0.5004202, 0.7145285), (0.46213773, 0.7945884)], includedObstacleCornersIndices=set([7]))§12.413966
247992§2.605361§Chromosome(steinerPoints=[(0.16684315, 0.33055866), (0.17212202, 0.24241531), (0.90788984, 0.70738804), (0.5004202, 0.7145285), (0.4735046, 0.8097077), (0.46684328, 0.80144566)], includedObstacleCornersIndices=set([7]))§12.436075
261073§2.6050572§Chromosome(steinerPoints=[(0.16684315, 0.33055866), (0.17212202, 0.24241531), (0.90788984, 0.70738804), (0.51451874, 0.7006479), (0.47856247, 0.8131535)], includedObstacleCornersIndices=set([7]))§13.029861
261076§2.6047418§Chromosome(steinerPoints=[(0.16684315, 0.33055866), (0.17212202, 0.24241531), (0.90788984, 0.70738804), (0.51451874, 0.7006479), (0.47856247, 0.8131535), (0.47237045, 0.80524296)], includedObstacleCornersIndices=set([7]))§13.030106
263373§2.6044796§Chromosome(steinerPoints=[(0.16684315, 0.33055866), (0.17212202, 0.24241531), (0.90788984, 0.70738804), (0.47237045, 0.80524296), (0.52482796, 0.71306807)], includedObstacleCornersIndices=set([7]))§13.129708
265486§2.60356§Chromosome(steinerPoints=[(0.16684315, 0.33055866), (0.17212202, 0.24241531), (0.90788984, 0.70738804), (0.52482796, 0.71306807), (0.49247345, 0.8224788), (0.48335525, 0.8103381)], includedObstacleCornersIndices=set([7]))§13.22631
404678§2.60356§Chromosome(steinerPoints=[(0.16684315, 0.33055866), (0.17212202, 0.24241531), (0.90788984, 0.70738804), (0.52482796, 0.71306807), (0.49247345, 0.8224788), (0.48335525, 0.8103381)], includedObstacleCornersIndices=set([7]))§18.08039
