function evaluations§best§chromosome§runtime in seconds
2§2.7396054§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7]))§0.001531944
11506§2.7199817§Chromosome(steinerPoints=[(0.4084617, 0.84185874), (0.4829109, 0.734743), (0.11606634, 0.25803268), (0.5222212, 0.86009926), (0.40696666, 0.6034916)], includedObstacleCornersIndices=set([6, 8]))§1.635098
11509§2.6889129§Chromosome(steinerPoints=[(0.4084617, 0.84185874), (0.4829109, 0.734743), (0.40696666, 0.6034916), (0.5222212, 0.86009926), (0.4366777, 0.5889392)], includedObstacleCornersIndices=set([6, 8]))§1.635395
11525§2.6249056§Chromosome(steinerPoints=[(0.4084617, 0.84185874), (0.4829109, 0.734743), (0.40696666, 0.6034916), (0.5222212, 0.86009926), (0.4366777, 0.5889392)], includedObstacleCornersIndices=set([6, 7, 17, 13]))§1.636394
11532§2.6186614§Chromosome(steinerPoints=[(0.4084617, 0.84185874), (0.4829109, 0.734743), (0.40696666, 0.6034916), (0.5222212, 0.86009926), (0.4366777, 0.5889392)], includedObstacleCornersIndices=set([6, 7, 17]))§1.6370943
11966§2.6142945§Chromosome(steinerPoints=[(0.10671836, 0.3394257)], includedObstacleCornersIndices=set([5, 13, 6, 7]))§1.6714408
11999§2.6109347§Chromosome(steinerPoints=[(0.30288976, 0.43309337), (0.63119954, 0.69745463)], includedObstacleCornersIndices=set([5, 13, 6, 7]))§1.6731961
12192§2.6095524§Chromosome(steinerPoints=[(0.63603806, 0.18957786), (0.45123643, 0.78533214), (0.9063096, 0.7126548), (0.5163426, 0.81011444), (0.4066795, 0.750163)], includedObstacleCornersIndices=set([7, 17]))§1.6843734
12199§2.6081057§Chromosome(steinerPoints=[(0.63603806, 0.18957786), (0.4066795, 0.750163), (0.9063096, 0.7126548), (0.5163426, 0.81011444)], includedObstacleCornersIndices=set([7, 17]))§1.6849335
12208§2.5550823§Chromosome(steinerPoints=[(0.5163426, 0.81011444), (0.4066795, 0.750163), (0.9063096, 0.7126548)], includedObstacleCornersIndices=set([7, 17]))§1.6856885
12240§2.5470748§Chromosome(steinerPoints=[(0.5163426, 0.81011444), (0.4066795, 0.750163), (0.9063096, 0.7126548), (0.10671836, 0.3394257)], includedObstacleCornersIndices=set([7, 17]))§1.6877928
12242§2.545115§Chromosome(steinerPoints=[(0.5163426, 0.81011444), (0.4066795, 0.750163), (0.9063096, 0.7126548), (0.10671836, 0.3394257), (0.5151487, 0.79861814)], includedObstacleCornersIndices=set([7, 17]))§1.6880324
12248§2.53161§Chromosome(steinerPoints=[(0.5163426, 0.81011444), (0.4066795, 0.750163), (0.9063096, 0.7126548), (0.10671836, 0.3394257), (0.5151487, 0.79861814)], includedObstacleCornersIndices=set([7]))§1.6884418
12295§2.512066§Chromosome(steinerPoints=[(0.5151487, 0.79861814), (0.4066795, 0.750163), (0.9063096, 0.7126548), (0.10671836, 0.3394257), (0.14207387, 0.32165113)], includedObstacleCornersIndices=set([7]))§1.691258
12334§2.51128§Chromosome(steinerPoints=[(0.5151487, 0.79861814), (0.4066795, 0.750163), (0.9063096, 0.7126548), (0.14207387, 0.32165113)], includedObstacleCornersIndices=set([7]))§1.6933776
12377§2.5091748§Chromosome(steinerPoints=[(0.5151487, 0.79861814), (0.4066795, 0.750163), (0.9063096, 0.7126548), (0.14207387, 0.32165113), (0.4240032, 0.74105763)], includedObstacleCornersIndices=set([7]))§1.6956401
12382§2.5083826§Chromosome(steinerPoints=[(0.5151487, 0.79861814), (0.4240032, 0.74105763), (0.9063096, 0.7126548), (0.14207387, 0.32165113), (0.14232725, 0.33258638)], includedObstacleCornersIndices=set([7]))§1.6959487
12396§2.5080967§Chromosome(steinerPoints=[(0.5151487, 0.79861814), (0.4240032, 0.74105763), (0.9063096, 0.7126548), (0.14232725, 0.33258638)], includedObstacleCornersIndices=set([7]))§1.6969507
12553§2.5060492§Chromosome(steinerPoints=[(0.5151487, 0.79861814), (0.41492888, 0.73447555), (0.9063096, 0.7126548), (0.14232725, 0.33258638), (0.51463646, 0.78653896)], includedObstacleCornersIndices=set([7]))§1.7047644
12606§2.50531§Chromosome(steinerPoints=[(0.51463646, 0.78653896), (0.41492888, 0.73447555), (0.9063096, 0.7126548), (0.14232725, 0.33258638), (0.42440295, 0.729501)], includedObstacleCornersIndices=set([7]))§1.7077317
102690§2.500828§Chromosome(steinerPoints=[(0.51463646, 0.78653896), (0.42440295, 0.729501), (0.9063096, 0.7126548), (0.16031155, 0.30697092), (0.15893804, 0.33341038)], includedObstacleCornersIndices=set([7]))§6.1244793
181701§2.4956365§Chromosome(steinerPoints=[(0.51463646, 0.78653896), (0.42440295, 0.729501), (0.15893804, 0.33341038), (0.16031155, 0.30697092), (0.8649699, 0.6903833)], includedObstacleCornersIndices=set([]))§9.861174
195773§2.4952617§Chromosome(steinerPoints=[(0.8649699, 0.6903833), (0.42440295, 0.729501), (0.15893804, 0.33341038), (0.16031155, 0.30697092), (0.5288493, 0.77039224)], includedObstacleCornersIndices=set([]))§10.496141
