function evaluations§best§chromosome§runtime in seconds
2§0.7158545§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§0.000043559
20§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§0.000158256
139212§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§0.5445185
