function evaluations§best§chromosome§runtime in seconds
2§2.3656855§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 2, 3]))§0.000262109
3§2.3313708§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 2]))§0.000427654
6§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 2]))§0.000557109
139198§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 2]))§1.0664563
