function evaluations§best§chromosome§runtime in seconds
2§0.7158545§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§0.00004692
8§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§0.00010141
139200§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§0.66608584
