generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§4.8131094§4.0269384§Chromosome(steinerPoints=[(0.7961637, 0.6835301), (0.45722643, 0.5941738)], includedObstacleCornersIndices=set([2, 3, 4, 5, 6, 29, 8, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 0, 1, 14, 15, 27, 25, 26]))§668§2.1234822
2§4.540122§3.8867373§Chromosome(steinerPoints=[(0.78751117, 0.55116856)], includedObstacleCornersIndices=set([8, 9, 19, 0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 29, 28, 14, 15, 16, 17, 18, 27, 21, 22, 23, 24, 25, 26]))§835§2.166494
3§4.354983§3.8783379§Chromosome(steinerPoints=[(0.92613274, 0.07085628)], includedObstacleCornersIndices=set([0, 1, 4, 5, 14, 15, 16, 24, 25, 26, 27, 23, 29, 2, 3, 6, 7, 8, 22, 10, 11, 21, 13, 18]))§1003§2.2020826
4§4.2324114§3.8026884§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 14, 15, 16, 25, 26, 27, 28, 29, 2, 3, 23, 5, 6, 7, 8, 9, 10, 11, 22, 24, 18, 19, 20, 21]))§1170§2.232492
5§4.1350384§3.6959698§Chromosome(steinerPoints=[(0.17459492, 0.73435783)], includedObstacleCornersIndices=set([13, 23, 24, 29, 7, 8, 28, 27, 18, 19, 20, 0, 1, 2, 4, 5, 11, 14, 15, 16, 21, 22, 25, 26]))§1337§2.2612805
6§4.053216§3.54911§Chromosome(steinerPoints=[(0.17459492, 0.73435783)], includedObstacleCornersIndices=set([29, 20, 6, 7, 8, 9, 18, 19, 0, 1, 2, 4, 5, 11, 14, 15, 28, 21, 22, 24, 25, 27]))§1507§2.290568
7§3.9731064§3.4959521§Chromosome(steinerPoints=[(0.9150094, 0.16790023), (0.80270576, 0.7262976)], includedObstacleCornersIndices=set([7, 20, 9, 19, 4, 18, 14, 17, 28, 2, 3, 5, 10, 11, 16, 15, 22, 23, 24, 1]))§1677§2.318265
9§3.8163764§3.3950171§Chromosome(steinerPoints=[(0.39254406, 0.7568282)], includedObstacleCornersIndices=set([2, 3, 26, 10, 11, 16, 21, 22, 27, 23, 1, 15, 17, 19, 8, 6, 20]))§2012§2.367382
10§3.7361033§3.3579736§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([21, 19, 8, 6, 20, 3, 4, 14, 17, 28, 2, 1, 10, 11, 16, 15]))§2182§2.391121
11§3.666375§3.268033§Chromosome(steinerPoints=[(0.17459492, 0.73435783)], includedObstacleCornersIndices=set([9, 24, 2, 3, 4, 5, 28, 11, 15, 16, 21, 22, 0, 1, 14, 27, 19, 8, 6, 20]))§2348§2.4120302
12§3.599669§3.1942513§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([28, 14, 24, 20, 6, 8, 9, 18, 19, 11, 2, 22, 0, 4, 16]))§2520§2.4336426
13§3.5371838§3.0916991§Chromosome(steinerPoints=[(0.17459492, 0.73435783)], includedObstacleCornersIndices=set([8, 19, 9, 29, 0, 1, 2, 4, 5, 3, 24, 15, 28, 21, 27, 18, 20, 22]))§2688§2.4532619
14§3.4698262§3.0456648§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 19, 26, 27, 10, 1, 21, 6, 0, 3, 20, 11]))§2855§2.471531
15§3.4085855§2.8741062§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 4, 5, 3, 6, 21, 8, 9, 13, 23, 19, 20, 22, 0, 1, 28, 27, 26]))§3022§2.4884305
17§3.2765017§2.721425§Chromosome(steinerPoints=[(0.7961637, 0.6835301)], includedObstacleCornersIndices=set([22, 2, 3, 0, 23, 24, 19, 20, 9, 18, 8, 26, 27, 1]))§3359§2.5200477
18§3.2082531§2.6406612§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 4, 27, 28, 2, 9, 19, 7, 8, 21, 24]))§3531§2.534499
19§3.1461737§2.6165478§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 4, 5, 3, 6, 21, 8, 28, 1, 23, 19, 20, 22, 0]))§3703§2.5488307
21§3.0035937§2.5582902§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 8, 19, 3, 4, 0, 22, 9, 24, 21]))§4047§2.5742445
23§2.864985§2.534083§Chromosome(steinerPoints=[(0.78751117, 0.55116856)], includedObstacleCornersIndices=set([8, 9, 19, 18, 28, 2, 4, 21, 1]))§4386§2.5967746
24§2.7979672§2.4839883§Chromosome(steinerPoints=[(0.78751117, 0.55116856)], includedObstacleCornersIndices=set([19, 8, 1, 28, 2, 4, 21]))§4556§2.6075003
25§2.7505915§2.4362671§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 19, 20, 2, 4, 5, 3, 24, 21, 28, 7]))§4734§2.6186502
26§2.70425§2.3965275§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([21, 20, 6, 19, 8]))§4908§2.629243
28§2.6281958§2.3837967§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 19, 9, 21, 20]))§5254§2.648008
29§2.5987804§2.3541226§Chromosome(steinerPoints=[(0.17743114, 0.7033954)], includedObstacleCornersIndices=set([1, 3, 18, 20, 28, 26, 19, 8]))§5427§2.6568666
30§2.5755367§2.3237243§Chromosome(steinerPoints=[(0.88939416, 0.77288175)], includedObstacleCornersIndices=set([1, 0, 4, 20, 8, 9, 19, 26]))§5598§2.6651506
31§2.5607383§2.2881835§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 2, 6, 20, 19, 8]))§5770§2.6735644
32§2.5275993§2.2626443§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 20, 1, 0, 2, 19, 8]))§5940§2.6812317
33§2.4973009§2.2476606§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([20, 8, 9, 19, 4, 2]))§6116§2.6886735
34§2.4785926§2.2188926§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 19, 0, 3, 20]))§6291§2.6958108
36§2.4490147§2.212464§Chromosome(steinerPoints=[(0.88939416, 0.77288175)], includedObstacleCornersIndices=set([19, 8, 2, 3, 1]))§6638§2.709629
38§2.3997593§2.1843827§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([19, 0, 3, 20]))§6987§2.7235506
40§2.35776§2.1614966§Chromosome(steinerPoints=[(0.88939416, 0.77288175)], includedObstacleCornersIndices=set([20, 8, 9, 19, 28]))§7334§2.7365553
41§2.35005§2.1466482§Chromosome(steinerPoints=[(0.95231515, 0.78023845)], includedObstacleCornersIndices=set([20, 3]))§7511§2.7430675
42§2.325359§2.1415877§Chromosome(steinerPoints=[(0.88939416, 0.77288175)], includedObstacleCornersIndices=set([3, 20, 8, 9, 19]))§7690§2.74987
44§2.2984538§2.1385107§Chromosome(steinerPoints=[(0.78751117, 0.55116856)], includedObstacleCornersIndices=set([3, 20, 8, 19]))§8040§2.7625868
46§2.2752686§2.1382756§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 20, 19, 8]))§8394§2.7753608
47§2.2612383§2.1335459§Chromosome(steinerPoints=[(0.78751117, 0.55116856), (0.92613274, 0.07085628), (0.8901363, 0.7729369), (0.76415795, 0.6203207)], includedObstacleCornersIndices=set([8, 3, 20]))§8574§2.7818334
48§2.2556427§2.1288023§Chromosome(steinerPoints=[(0.88939416, 0.77288175)], includedObstacleCornersIndices=set([20, 19, 8, 3]))§8745§2.787919
49§2.2405856§2.1260343§Chromosome(steinerPoints=[(0.40706193, 0.8323237), (0.78751117, 0.55116856), (0.88939416, 0.77288175), (0.76437, 0.6207147)], includedObstacleCornersIndices=set([3, 5, 19, 8]))§8921§2.7937894
55§2.1957927§2.1193163§Chromosome(steinerPoints=[(0.88939416, 0.77288175), (0.39526471, 0.8630774), (0.7583925, 0.6164075)], includedObstacleCornersIndices=set([20, 8, 19, 28]))§9981§2.8267279
63§2.1950164§2.1183476§Chromosome(steinerPoints=[(0.39526471, 0.8630774), (0.88939416, 0.77288175), (0.7583925, 0.6164075)], includedObstacleCornersIndices=set([8, 20]))§11393§2.8730395
564§2.1603434§2.1183028§Chromosome(steinerPoints=[(0.7583925, 0.6164075), (0.88939416, 0.77288175), (0.39526471, 0.8630774)], includedObstacleCornersIndices=set([8]))§118708§5.664963
