generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1299999400§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 4, 5, 1]))§1048§0.05012735
502§1500000100§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 4, 5, 1]))§139692§1.3196115
