generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2579999700§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 2, 1]))§1049§0.052984115
3§579999800§2.5285716§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 6, 7, 3, 2]))§1605§0.06577579
4§539999800§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([6, 7, 1, 2]))§1885§0.07165266
505§1179999600§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 6, 7, 2]))§140762§2.3389332
