generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§100000010§3.6525724§Chromosome(steinerPoints=[(0.569265, 0.11244954), (0.18484603, 0.11659408)], includedObstacleCornersIndices=set([74]))§1024§3.4123235
2§40000004§3.4956887§Chromosome(steinerPoints=[(0.69062144, 0.14053226), (0.25995588, 0.4271591)], includedObstacleCornersIndices=set([56, 91]))§1310§3.4478462
3§4.064479§3.3363082§Chromosome(steinerPoints=[(0.69062144, 0.14053226)], includedObstacleCornersIndices=set([56, 91, 89]))§1584§3.472542
4§40000004§3.274563§Chromosome(steinerPoints=[(0.08939304, 0.13448285), (0.69062144, 0.14053226), (0.6818741, 0.15405807)], includedObstacleCornersIndices=set([89, 91]))§1865§3.49553
7§3.6721048§3.2194543§Chromosome(steinerPoints=[(0.69062144, 0.14053226), (0.08939304, 0.13448285)], includedObstacleCornersIndices=set([91, 12, 89, 8]))§2691§3.5545654
9§3.5705953§3.200606§Chromosome(steinerPoints=[(0.18484603, 0.11659408), (0.08939304, 0.13448285), (0.21019007, 0.8828098), (0.69062144, 0.14053226)], includedObstacleCornersIndices=set([89, 91]))§3250§3.596918
10§3.5114393§3.1293924§Chromosome(steinerPoints=[(0.21019007, 0.8828098), (0.569265, 0.11244954), (0.69062144, 0.14053226), (0.7173778, 0.8934088), (0.08939304, 0.13448285)], includedObstacleCornersIndices=set([89, 91]))§3531§3.6182427
12§20000004§3.1155546§Chromosome(steinerPoints=[(0.569265, 0.11244954), (0.21019007, 0.8828098), (0.69062144, 0.14053226), (0.7173778, 0.8934088), (0.18484603, 0.11659408)], includedObstacleCornersIndices=set([12, 89, 91]))§4080§3.6609278
14§20000004§3.1039045§Chromosome(steinerPoints=[(0.08939304, 0.13448285), (0.569265, 0.11244954), (0.21019007, 0.8828098), (0.69062144, 0.14053226), (0.7173778, 0.8934088), (0.18484603, 0.11659408)], includedObstacleCornersIndices=set([91, 89]))§4645§3.7049885
18§3.2275097§3.097078§Chromosome(steinerPoints=[(0.569265, 0.11244954), (0.08939304, 0.13448285), (0.21019007, 0.8828098), (0.5329356, 0.033069313), (0.69062144, 0.14053226), (0.7173778, 0.8934088), (0.18484603, 0.11659408)], includedObstacleCornersIndices=set([89, 91, 28]))§5756§3.7967172
20§20000004§3.0941103§Chromosome(steinerPoints=[(0.08939304, 0.13448285), (0.21019007, 0.8828098), (0.69062144, 0.14053226), (0.6818741, 0.15405807), (0.7173778, 0.8934088), (0.5323918, 0.03366405), (0.56265676, 0.11349664), (0.18484603, 0.11659408)], includedObstacleCornersIndices=set([89, 91, 8]))§6316§3.8473089
23§40000004§3.0873172§Chromosome(steinerPoints=[(0.21019007, 0.8828098), (0.7173778, 0.8934088), (0.18484603, 0.11659408), (0.08939304, 0.13448285)], includedObstacleCornersIndices=set([91, 28, 6, 89]))§7163§3.9288313
33§40000004§3.0835257§Chromosome(steinerPoints=[(0.7173778, 0.8934088), (0.18484603, 0.11659408), (0.21019007, 0.8828098), (0.08939304, 0.13448285), (0.5020665, 0.05925069), (0.532094, 0.13767935)], includedObstacleCornersIndices=set([91, 28, 89]))§9932§4.2002554
534§20000002§3.0832758§Chromosome(steinerPoints=[(0.7173778, 0.8934088), (0.5150327, 0.049893692), (0.540177, 0.12968458), (0.18484603, 0.11659408), (0.21019007, 0.8828098), (0.08939304, 0.13448285)], includedObstacleCornersIndices=set([5, 91, 28, 89]))§148598§17.649878
