generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§940000060§2.8527956§Chromosome(steinerPoints=[(0.15174392, 0.115165375), (0.81825423, 0.16169095)], includedObstacleCornersIndices=set([14]))§1038§0.34615484
2§20000004§2.8401332§Chromosome(steinerPoints=[(0.17328738, 0.20604895)], includedObstacleCornersIndices=set([3, 14]))§1319§0.3621899
3§3.1194806§2.8393073§Chromosome(steinerPoints=[(0.17328738, 0.20604895), (0.2999583, 0.037120022)], includedObstacleCornersIndices=set([3, 14]))§1595§0.3793638
5§3.009302§2.812047§Chromosome(steinerPoints=[(0.17328738, 0.20604895), (0.2999583, 0.037120022), (0.81825423, 0.16169095), (0.75068784, 0.12529665)], includedObstacleCornersIndices=set([3, 14]))§2158§0.41365764
8§40000004§2.8115745§Chromosome(steinerPoints=[(0.17328738, 0.20604895), (0.2999583, 0.037120022), (0.81825423, 0.16169095), (0.75068784, 0.12529665), (0.15200149, 0.1216652), (0.09016233, 0.8524108)], includedObstacleCornersIndices=set([3, 14]))§2968§0.46437415
9§20000002§2.8099122§Chromosome(steinerPoints=[(0.17328738, 0.20604895), (0.2999583, 0.037120022), (0.81825423, 0.16169095), (0.75068784, 0.12529665), (0.15200149, 0.1216652), (0.09678422, 0.8719702)], includedObstacleCornersIndices=set([14, 3]))§3254§0.48062772
14§20000002§2.8086467§Chromosome(steinerPoints=[(0.09678422, 0.8719702), (0.17328738, 0.20604895), (0.2999583, 0.037120022), (0.81825423, 0.16169095), (0.75068784, 0.12529665), (0.15200149, 0.1216652), (0.27427036, 0.9034808)], includedObstacleCornersIndices=set([14, 3]))§4642§0.56818855
16§40000004§2.8076577§Chromosome(steinerPoints=[(0.8175332, 0.1623876), (0.7505725, 0.1258423), (0.3584691, 0.6710642), (0.17328738, 0.20604895), (0.2999583, 0.037120022), (0.15200149, 0.1216652), (0.27427036, 0.9034808), (0.09678422, 0.8719702)], includedObstacleCornersIndices=set([3, 14]))§5193§0.60642606
21§40000004§2.8068123§Chromosome(steinerPoints=[(0.3584691, 0.6710642), (0.17328738, 0.20604895), (0.2999583, 0.037120022), (0.15200149, 0.1216652), (0.27427036, 0.9034808), (0.09678422, 0.8719702), (0.8088559, 0.166068), (0.75068784, 0.12529665)], includedObstacleCornersIndices=set([3, 14]))§6581§0.7181909
25§140000020§2.8063245§Chromosome(steinerPoints=[(0.09678422, 0.8719702), (0.3584691, 0.6710642), (0.81825423, 0.16169095), (0.75068784, 0.12529665), (0.8088559, 0.166068), (0.17328738, 0.20604895), (0.1669963, 0.12909713), (0.2999583, 0.037120022)], includedObstacleCornersIndices=set([14, 3]))§7675§0.8167552
26§120000010§2.8057742§Chromosome(steinerPoints=[(0.7505725, 0.1258423), (0.17328738, 0.20604895), (0.2999583, 0.037120022), (0.09678422, 0.8719702), (0.1669963, 0.12909713), (0.81825423, 0.16169095), (0.27427036, 0.9034808), (0.80858946, 0.16622996)], includedObstacleCornersIndices=set([14, 3]))§7954§0.842342
27§60000004§2.805059§Chromosome(steinerPoints=[(0.81825423, 0.16169095), (0.75068784, 0.12529665), (0.8088559, 0.166068), (0.2999583, 0.037120022), (0.3584691, 0.6710642), (0.27427036, 0.9034808), (0.17328738, 0.20604895), (0.1669963, 0.12909713), (0.09678422, 0.8719702)], includedObstacleCornersIndices=set([3, 14]))§8232§0.8686303
29§140000020§2.8047261§Chromosome(steinerPoints=[(0.8088559, 0.166068), (0.7494354, 0.13015415), (0.2999583, 0.037120022), (0.17328738, 0.20604895), (0.27427036, 0.9034808), (0.3584691, 0.6710642), (0.1669963, 0.12909713), (0.09678422, 0.8719702)], includedObstacleCornersIndices=set([3, 14]))§8797§0.92337805
482§100000010§2.8029447§Chromosome(steinerPoints=[(0.1669963, 0.12909713), (0.17328738, 0.20604895), (0.09678422, 0.8719702), (0.8088559, 0.166068), (0.3584691, 0.6710642), (0.27427036, 0.9034808), (0.7494354, 0.13015415), (0.3331265, 0.11983591)], includedObstacleCornersIndices=set([14, 3]))§133884§13.466544
488§100000010§2.795848§Chromosome(steinerPoints=[(0.3331265, 0.11983591), (0.3584691, 0.6710642), (0.7494354, 0.13015415), (0.8088559, 0.166068), (0.17328738, 0.20604895), (0.27427036, 0.9034808), (0.09678422, 0.8719702)], includedObstacleCornersIndices=set([3, 14]))§135559§13.631783
494§80000010§2.7947817§Chromosome(steinerPoints=[(0.17328738, 0.20604895), (0.09678422, 0.8719702), (0.3584691, 0.6710642), (0.27427036, 0.9034808), (0.3331265, 0.11983591), (0.7494354, 0.13015415), (0.8088559, 0.166068), (0.25357795, 0.21856405)], includedObstacleCornersIndices=set([14, 3]))§137211§13.795439
995§2.8245223§2.7947135§Chromosome(steinerPoints=[(0.8088559, 0.166068), (0.7494354, 0.13015415), (0.3584691, 0.6710642), (0.33757067, 0.13134648), (0.27427036, 0.9034808), (0.25573543, 0.22314636), (0.09678422, 0.8719702), (0.17328738, 0.20604895)], includedObstacleCornersIndices=set([3, 14]))§275794§27.517378
