generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2180000500§3.0793595§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([14, 0, 1, 15, 17, 18, 9, 11, 23, 2, 25, 26, 27, 4]))§1044§0.4433137
3§180000020§3.0483582§Chromosome(steinerPoints=[(0.6984298, 0.28438374), (0.89216286, 0.78545964)], includedObstacleCornersIndices=set([14, 27, 13, 24, 25, 9, 23, 2, 4, 1, 15, 0, 17, 18]))§1595§0.5111121
5§100000010§3.0145283§Chromosome(steinerPoints=[(0.228, 0.484), (0.36814317, 0.6177118)], includedObstacleCornersIndices=set([17, 15, 1, 0, 18, 9, 19, 14, 2, 4, 25, 24, 13]))§2151§0.5708722
7§160000020§2.9842854§Chromosome(steinerPoints=[(0.36814317, 0.6177118)], includedObstacleCornersIndices=set([9, 14, 4, 25, 24, 13, 15, 3, 17, 1, 18, 2, 16, 0]))§2705§0.62865275
9§200000020§2.9673467§Chromosome(steinerPoints=[(0.228, 0.484), (0.36814317, 0.6177118), (0.6559654, 0.48572278)], includedObstacleCornersIndices=set([17, 15, 1, 0, 18, 9, 23, 2, 4, 25, 13, 14, 24]))§3253§0.68168646
11§260000020§2.9492867§Chromosome(steinerPoints=[(0.23042724, 0.5576029), (0.6984298, 0.28438374), (0.89216286, 0.78545964), (0.60055983, 0.46808454)], includedObstacleCornersIndices=set([0, 1, 15, 17, 18, 4, 2, 14, 13, 24, 25, 9]))§3798§0.73125327
12§160000020§2.8728697§Chromosome(steinerPoints=[(0.45318693, 0.28967628), (0.6559654, 0.48572278), (0.5176535, 0.47735146)], includedObstacleCornersIndices=set([4, 6, 18, 20, 17, 8, 9, 25, 5, 14, 13, 24]))§4072§0.75621647
14§300000000§2.8522592§Chromosome(steinerPoints=[(0.45318693, 0.28967628), (0.5176535, 0.47735146), (0.6559654, 0.48572278), (0.89216286, 0.78545964)], includedObstacleCornersIndices=set([4, 6, 18, 20, 17, 8, 9, 25, 5, 14, 13, 24]))§4638§0.80805856
18§320000000§2.8379412§Chromosome(steinerPoints=[(0.45318693, 0.28967628), (0.6559654, 0.48572278), (0.5176535, 0.47735146)], includedObstacleCornersIndices=set([24, 6, 18, 20, 17, 8, 9, 25, 5, 14, 13]))§5758§0.90955526
19§339999970§2.8299816§Chromosome(steinerPoints=[(0.46924183, 0.2287814), (0.6984298, 0.28438374), (0.89216286, 0.78545964), (0.60055983, 0.46808454)], includedObstacleCornersIndices=set([6, 20, 5, 9, 25, 18, 17, 14, 13, 24]))§6034§0.9347889
20§240000020§2.8033552§Chromosome(steinerPoints=[(0.1766518, 0.231609), (0.39854982, 0.17335348)], includedObstacleCornersIndices=set([6, 20, 17, 18, 5, 14, 13, 25, 24]))§6310§0.9596594
21§419999900§2.7689397§Chromosome(steinerPoints=[(0.6559654, 0.48572278), (0.1766518, 0.231609), (0.89216286, 0.78545964), (0.39991343, 0.1755922)], includedObstacleCornersIndices=set([24, 9, 25, 6, 20, 5, 14, 13, 18, 17]))§6588§0.984009
26§839999600§2.7641478§Chromosome(steinerPoints=[(0.39854982, 0.17335348), (0.6559654, 0.48572278), (0.89216286, 0.78545964)], includedObstacleCornersIndices=set([17, 18, 14, 24, 13, 25, 5, 6, 20]))§7973§1.1020149
28§699999740§2.7630553§Chromosome(steinerPoints=[(0.89216286, 0.78545964), (0.6559654, 0.48572278), (0.48813877, 0.43143964), (0.39991343, 0.17559218)], includedObstacleCornersIndices=set([14, 13, 6, 20, 18, 17, 24, 25, 9, 5]))§8532§1.1469249
