generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1079999500§5.8228893§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 9, 2, 5, 7]))§1053§0.040613525
2§479999900§5.4450927§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 5, 7]))§1334§0.043803692
503§1480000400§5.4450927§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 10]))§140127§0.69162613
