generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1139999600§15.824736§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([4, 2]))§1029§0.057059266
2§679999800§15.685459§Chromosome(steinerPoints=[(5.749057, 6.9888854)], includedObstacleCornersIndices=set([4, 2]))§1308§0.06164397
3§479999900§15.639585§Chromosome(steinerPoints=[(6.958622, 2.3300352), (5.749057, 6.9888854)], includedObstacleCornersIndices=set([4, 3, 2]))§1605§0.066369794
4§719999740§15.614205§Chromosome(steinerPoints=[(5.749057, 6.9888854), (6.9449005, 2.0935225)], includedObstacleCornersIndices=set([4, 2, 3]))§1878§0.07049885
5§939999550§15.607243§Chromosome(steinerPoints=[(5.749057, 6.9888854), (6.9449005, 2.0935225)], includedObstacleCornersIndices=set([2, 4]))§2152§0.07453638
506§1500000300§15.607243§Chromosome(steinerPoints=[(5.749057, 6.9888854), (6.9449005, 2.0935225)], includedObstacleCornersIndices=set([2, 4]))§140795§2.0641742
