generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1439999700§3.3062186§Chromosome(steinerPoints=[(0.17391357, 0.2427047)], includedObstacleCornersIndices=set([17, 18, 15, 23, 20, 10, 26, 6, 9, 14, 5, 11, 8]))§1060§0.42341977
3§100000010§3.2672164§Chromosome(steinerPoints=[(0.5176535, 0.47735146)], includedObstacleCornersIndices=set([9, 6, 5, 4, 14, 13, 25, 24, 7, 8, 10, 3, 16, 15, 17, 23, 18]))§1616§0.4901755
4§80000010§3.1637208§Chromosome(steinerPoints=[(0.2463333, 0.72228324)], includedObstacleCornersIndices=set([14, 6, 22, 9, 7, 5, 19, 20, 23, 2, 17, 0, 1, 18, 24]))§1886§0.5216985
6§80000010§3.1327677§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([25, 14, 26, 8, 4, 10, 17, 20, 6, 12, 5, 18]))§2432§0.581303
7§80000010§3.0783846§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([17, 18, 7, 16, 1, 14, 0, 20, 3, 2, 25, 4, 11, 6, 24]))§2709§0.60847265
8§160000020§3.0028963§Chromosome(steinerPoints=[(0.39991343, 0.17559218)], includedObstacleCornersIndices=set([14, 4, 23, 20, 24, 9, 5, 6, 17, 15, 18]))§2985§0.6349542
10§120000010§3.0025656§Chromosome(steinerPoints=[(0.39991343, 0.17559218), (0.36650738, 0.6249562)], includedObstacleCornersIndices=set([14, 24, 4, 23, 20, 17, 5, 6, 15, 18]))§3531§0.6854823
11§120000010§2.9961276§Chromosome(steinerPoints=[(0.10609982, 0.17452213)], includedObstacleCornersIndices=set([25, 8, 4, 17, 20, 6, 5, 18, 14, 24, 11, 10]))§3806§0.70983845
12§160000020§2.908702§Chromosome(steinerPoints=[(0.39991343, 0.17559218)], includedObstacleCornersIndices=set([14, 24, 9, 5, 4, 17, 20, 6, 18]))§4073§0.73264575
13§180000020§2.898226§Chromosome(steinerPoints=[(0.5176535, 0.47735146), (0.39991343, 0.17559218), (0.36650738, 0.6249562)], includedObstacleCornersIndices=set([10, 25, 24, 14, 9, 5, 4, 17, 20, 6, 18]))§4346§0.7549277
15§260000020§2.8750057§Chromosome(steinerPoints=[(0.39991343, 0.17559218), (0.89216286, 0.78545964), (0.10609982, 0.17452213)], includedObstacleCornersIndices=set([4, 9, 5, 6, 20, 24, 11, 14, 10, 17, 18]))§4896§0.7980511
17§300000000§2.8629532§Chromosome(steinerPoints=[(0.606, 0.502), (0.46924183, 0.22878139)], includedObstacleCornersIndices=set([5, 11, 14, 9, 8, 27, 12, 24, 17, 20, 6, 18]))§5447§0.8395135
18§339999970§2.846745§Chromosome(steinerPoints=[(0.10609982, 0.17452213), (0.89216286, 0.78545964), (0.5176535, 0.47735146)], includedObstacleCornersIndices=set([18, 17, 8, 9, 20, 6, 5, 25, 24, 14]))§5731§0.8610934
19§459999900§2.8426785§Chromosome(steinerPoints=[(0.70978105, 0.20511875)], includedObstacleCornersIndices=set([24, 11, 10, 14, 6, 9, 5, 20, 18, 17]))§6017§0.8829408
20§439999900§2.8206935§Chromosome(steinerPoints=[(0.70978105, 0.20511875), (0.10609982, 0.17452213), (0.39991343, 0.1755922)], includedObstacleCornersIndices=set([24, 11, 10, 14, 6, 9, 5, 18, 17, 20]))§6288§0.9035694
21§659999740§2.7711315§Chromosome(steinerPoints=[(0.89216286, 0.78545964), (0.5176535, 0.47735146), (0.39991343, 0.1755922)], includedObstacleCornersIndices=set([17, 18, 6, 5, 9, 20, 14, 24]))§6549§0.9236626
23§639999800§2.7683814§Chromosome(steinerPoints=[(0.89216286, 0.78545964), (0.5176535, 0.47735146), (0.39991343, 0.1755922), (0.10609982, 0.17452213)], includedObstacleCornersIndices=set([6, 5, 9, 20, 14, 24, 17, 18]))§7100§0.96553546
24§499999870§2.760488§Chromosome(steinerPoints=[(0.89216286, 0.78545964), (0.6559654, 0.48572278), (0.39991343, 0.17559218), (0.48813877, 0.43143964)], includedObstacleCornersIndices=set([14, 24, 13, 17, 18, 9, 20, 6, 5]))§7375§0.985585
28§699999740§2.747464§Chromosome(steinerPoints=[(0.4840277, 0.4822275), (0.89216286, 0.78545964), (0.6559654, 0.48572278), (0.39991343, 0.1755922)], includedObstacleCornersIndices=set([13, 14, 24, 9, 5, 17, 20, 6, 18]))§8497§1.0655272
31§699999740§2.7447138§Chromosome(steinerPoints=[(0.89216286, 0.78545964), (0.4840277, 0.4822275), (0.10609982, 0.17452213), (0.6559654, 0.48572278), (0.39991343, 0.1755922)], includedObstacleCornersIndices=set([13, 14, 24, 9, 5, 18, 6, 17, 20]))§9313§1.1241007
32§619999800§2.7441695§Chromosome(steinerPoints=[(0.4840277, 0.4822275), (0.89216286, 0.78545964), (0.6559654, 0.48572278), (0.39991343, 0.1755922), (0.10609982, 0.17452213)], includedObstacleCornersIndices=set([13, 14, 18, 9, 5, 6, 17, 20]))§9595§1.1437657
533§559999800§2.7441182§Chromosome(steinerPoints=[(0.89216286, 0.78545964), (0.6559654, 0.48572278), (0.39991343, 0.1755922), (0.4840277, 0.4822275), (0.10609982, 0.17452213)], includedObstacleCornersIndices=set([13, 14, 5, 6, 20, 18, 17]))§148137§10.611901
