generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1459999700§2.5407696§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 2, 3, 7, 6]))§1016§0.04692374
2§399999940§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 6, 2]))§1294§0.05242093
4§379999940§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([2, 1, 7, 6]))§1833§0.06257795
505§1279999900§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([6, 7, 1, 2]))§140231§1.9913557
