generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1560000000§2.5390294§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 6, 1, 7]))§1061§0.04753672
3§479999870§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 2, 1]))§1611§0.05831485
4§619999800§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([6, 7, 2, 1]))§1879§0.06297491
505§1259999700§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 6, 7, 2]))§140382§1.9963183
