generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.8397869§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§670§0.020261398
502§0.76975536§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104362§0.387262
