generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.8680229§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§668§0.020035015
502§0.7646966§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104398§0.38802558
