generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§4200005600§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§668§0.02498942
502§0.7514374§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104249§0.38837847
