generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.8243406§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§668§0.024274033
502§0.7522725§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104236§0.3886959
