generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.1733258§1.8108022§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([11, 3, 10, 4]))§669§0.09290579
140§1.859906§1.8077877§Chromosome(steinerPoints=[(0.88020366, 0.6739363)], includedObstacleCornersIndices=set([11, 10, 3, 4]))§25601§0.52873355
164§1.8551911§1.8038638§Chromosome(steinerPoints=[(0.88020366, 0.6739363), (0.74735147, 0.51347536)], includedObstacleCornersIndices=set([4, 3, 10]))§30209§0.62435097
169§1.8633282§1.8019631§Chromosome(steinerPoints=[(0.74735147, 0.51347536), (0.88020366, 0.6739363)], includedObstacleCornersIndices=set([4, 3]))§31185§0.64531153
238§1.8506796§1.7987545§Chromosome(steinerPoints=[(0.88020366, 0.6739363), (0.77753043, 0.48144493)], includedObstacleCornersIndices=set([3, 4]))§45071§0.9657168
348§1.8515905§1.798278§Chromosome(steinerPoints=[(0.77753043, 0.48144493), (0.88020366, 0.6739363), (0.77285355, 0.5043736)], includedObstacleCornersIndices=set([4, 3]))§68921§1.5170704
354§1.8442805§1.7979578§Chromosome(steinerPoints=[(0.77285355, 0.5043736), (0.88020366, 0.6739363)], includedObstacleCornersIndices=set([3, 4]))§70275§1.5502405
388§1.8344406§1.7969388§Chromosome(steinerPoints=[(0.77285355, 0.5043736), (0.88020366, 0.6739363), (0.8841488, 0.6659282)], includedObstacleCornersIndices=set([4]))§78026§1.7344104
425§1.8347826§1.7967362§Chromosome(steinerPoints=[(0.3232304, 0.36219233), (0.77285355, 0.5043736), (0.8841488, 0.6659282), (0.416544, 0.42250913)], includedObstacleCornersIndices=set([]))§86635§1.9147192
441§1.836389§1.7963103§Chromosome(steinerPoints=[(0.77285355, 0.5043736), (0.8841488, 0.6659282), (0.3232304, 0.36219233), (0.5360052, 0.43981382)], includedObstacleCornersIndices=set([]))§90395§1.9960713
442§1.8452623§1.7952732§Chromosome(steinerPoints=[(0.8841488, 0.6659282), (0.77285355, 0.5043736), (0.3232304, 0.36219233), (0.531377, 0.44940847)], includedObstacleCornersIndices=set([]))§90623§2.0016754
474§1.834082§1.7950397§Chromosome(steinerPoints=[(0.531377, 0.44940847), (0.3232304, 0.36219233), (0.77285355, 0.5043736), (0.8841488, 0.6659282), (0.47854656, 0.4312784)], includedObstacleCornersIndices=set([]))§98054§2.1922078
521§1.8443959§1.7948507§Chromosome(steinerPoints=[(0.3232304, 0.36219233), (0.8841488, 0.6659282), (0.531377, 0.44940847), (0.47854656, 0.4312784), (0.7726801, 0.5035353)], includedObstacleCornersIndices=set([]))§108951§2.5192838
546§1.8369793§1.7946692§Chromosome(steinerPoints=[(0.3453623, 0.38047996), (0.8841488, 0.6659282), (0.7726801, 0.5035353), (0.531377, 0.44940847), (0.47854656, 0.4312784)], includedObstacleCornersIndices=set([]))§114721§2.706088
812§1.8344387§1.7944108§Chromosome(steinerPoints=[(0.8841488, 0.6659282), (0.8915605, 0.18797669), (0.7726801, 0.5035353), (0.3453623, 0.38047996), (0.5113969, 0.4467831)], includedObstacleCornersIndices=set([]))§176691§4.7361403
956§1.827789§1.794059§Chromosome(steinerPoints=[(0.3453623, 0.38047996), (0.50802535, 0.44685495), (0.4727713, 0.43731117), (0.8841488, 0.6659282), (0.8915605, 0.18797669), (0.7526559, 0.4916789)], includedObstacleCornersIndices=set([3]))§210171§5.9018965
976§1.8263124§1.7936071§Chromosome(steinerPoints=[(0.3453623, 0.38047996), (0.50802535, 0.44685495), (0.4727713, 0.43731117), (0.8841488, 0.6659282), (0.7645936, 0.5018261)], includedObstacleCornersIndices=set([3]))§214809§6.069726
984§1.8220775§1.7933836§Chromosome(steinerPoints=[(0.3453623, 0.38047996), (0.8915605, 0.18797669), (0.4727713, 0.43731117), (0.8841488, 0.6659282), (0.7745936, 0.49182612)], includedObstacleCornersIndices=set([3]))§216639§6.134054
992§1.832715§1.79316§Chromosome(steinerPoints=[(0.4727713, 0.43731117), (0.3453623, 0.38047996), (0.50802535, 0.44685495), (0.8841488, 0.6659282), (0.77271485, 0.49232936)], includedObstacleCornersIndices=set([3]))§218494§6.1927686
998§1.8380519§1.792929§Chromosome(steinerPoints=[(0.3453623, 0.38047996), (0.7745936, 0.49182612), (0.50802535, 0.44685495), (0.4727713, 0.43731117), (0.89414877, 0.6559282)], includedObstacleCornersIndices=set([3]))§219895§6.2369256
1078§1.8225336§1.7925489§Chromosome(steinerPoints=[(0.77271485, 0.49232936), (0.89414877, 0.6559282), (0.50802535, 0.44685495), (0.4727713, 0.43731117), (0.3453623, 0.38047996), (0.89939994, 0.66219527)], includedObstacleCornersIndices=set([3]))§238457§6.796102
1579§1.8240143§1.7925042§Chromosome(steinerPoints=[(0.89939994, 0.66219527), (0.77271485, 0.49232936), (0.3453623, 0.38047996), (0.47555667, 0.43864223), (0.50802535, 0.44685495)], includedObstacleCornersIndices=set([3]))§354915§10.335252
