generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.346025§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 0]))§671§0.0187434
502§2.3195944§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 3]))§104473§0.8064115
