generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.0578406§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§675§0.005240163
502§0.79774547§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104102§0.49234244
