generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1859999400§5.797621§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7]))§673§0.041632693
3§679999740§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 4]))§1009§0.045748904
504§1199999400§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§104837§0.8879134
