generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§140000030§14.924971§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§671§0.032579172
18§15.575182§14.8911495§Chromosome(steinerPoints=[(5.3736424, 7.3887796)], includedObstacleCornersIndices=set([0]))§3539§0.05765513
26§15.550899§14.805604§Chromosome(steinerPoints=[(5.534609, 6.8771806)], includedObstacleCornersIndices=set([0]))§4903§0.06876472
49§20000014§14.794259§Chromosome(steinerPoints=[(4.7091236, 6.499145)], includedObstacleCornersIndices=set([0]))§8909§0.11088923
72§15.426427§14.760662§Chromosome(steinerPoints=[(4.988246, 6.4455795)], includedObstacleCornersIndices=set([0]))§13002§0.16029452
84§80000020§14.719647§Chromosome(steinerPoints=[(5.08466, 7.240661)], includedObstacleCornersIndices=set([0]))§15169§0.18544742
92§15.332643§14.713923§Chromosome(steinerPoints=[(4.959633, 7.217254)], includedObstacleCornersIndices=set([0]))§16623§0.20250614
100§20000014§14.700621§Chromosome(steinerPoints=[(3.8441994, 2.7372165), (5.08466, 7.240661)], includedObstacleCornersIndices=set([0]))§18104§0.22057602
103§80000020§14.694897§Chromosome(steinerPoints=[(4.959633, 7.217254), (3.8441994, 2.7372165)], includedObstacleCornersIndices=set([0]))§18650§0.2277582
109§15.396669§14.68319§Chromosome(steinerPoints=[(4.959633, 7.217254), (3.2523417, 2.902515)], includedObstacleCornersIndices=set([0]))§19753§0.24197477
114§40000012§14.678945§Chromosome(steinerPoints=[(3.8441994, 2.7372165), (5.233921, 6.8851395)], includedObstacleCornersIndices=set([0]))§20693§0.25435302
118§20000014§14.670051§Chromosome(steinerPoints=[(4.959633, 7.217254), (3.8441994, 2.7372165), (3.6579573, 2.9127214)], includedObstacleCornersIndices=set([0]))§21433§0.26558855
119§60000012§14.661938§Chromosome(steinerPoints=[(3.8441994, 2.7372165), (5.001085, 6.8596244)], includedObstacleCornersIndices=set([0]))§21624§0.26866907
123§60000012§14.650231§Chromosome(steinerPoints=[(5.001085, 6.8596244), (3.2523417, 2.902515)], includedObstacleCornersIndices=set([0]))§22378§0.27999905
126§40000012§14.637092§Chromosome(steinerPoints=[(3.8441994, 2.7372165), (3.6579573, 2.9127214), (5.001085, 6.8596244)], includedObstacleCornersIndices=set([0]))§22944§0.28885207
161§100000020§14.633913§Chromosome(steinerPoints=[(5.001085, 6.8596244), (3.6579573, 2.9127214), (5.0627694, 6.9120665)], includedObstacleCornersIndices=set([0]))§29629§0.39261287
186§60000012§14.622203§Chromosome(steinerPoints=[(5.0627694, 6.9120665), (3.3234546, 2.8560867)], includedObstacleCornersIndices=set([0]))§34512§0.46723872
204§20000014§14.601062§Chromosome(steinerPoints=[(5.0627694, 6.9120665), (3.529865, 2.7134566)], includedObstacleCornersIndices=set([0]))§38080§0.52135855
322§80000020§14.599237§Chromosome(steinerPoints=[(5.0627694, 6.9120665), (3.529865, 2.7134566), (3.6315663, 2.7867177)], includedObstacleCornersIndices=set([0]))§62959§0.888172
344§20000014§14.597109§Chromosome(steinerPoints=[(3.6315663, 2.7867177), (5.0627694, 6.9120665), (3.4723718, 2.8612223)], includedObstacleCornersIndices=set([0]))§67876§0.9621212
405§60000012§14.594392§Chromosome(steinerPoints=[(5.0627694, 6.9120665), (3.5389793, 2.8352237)], includedObstacleCornersIndices=set([0]))§81817§1.1750801
906§15.1596§14.593341§Chromosome(steinerPoints=[(3.5324488, 2.7749166), (5.0627694, 6.9120665)], includedObstacleCornersIndices=set([0]))§198313§2.8821123
