generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.2817268§2.262741§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§676§0.02507968
15§2.263981§2.2573175§Chromosome(steinerPoints=[(0.5568056, 0.48348415)], includedObstacleCornersIndices=set([]))§3046§0.09104376
31§2.2627637§2.2550058§Chromosome(steinerPoints=[(0.5025497, 0.47479865)], includedObstacleCornersIndices=set([]))§5799§0.16769275
71§2.3002813§2.254425§Chromosome(steinerPoints=[(0.50685394, 0.5332943)], includedObstacleCornersIndices=set([]))§12854§0.39501026
76§2.3037126§2.2531633§Chromosome(steinerPoints=[(0.5169127, 0.43790114), (0.49227226, 0.5653151)], includedObstacleCornersIndices=set([]))§13751§0.435198
87§2.3097043§2.2514424§Chromosome(steinerPoints=[(0.14159012, 0.85593194), (0.5025497, 0.47479865), (0.521973, 0.54638255)], includedObstacleCornersIndices=set([]))§15780§0.53088313
98§2.2959962§2.2504265§Chromosome(steinerPoints=[(0.49227226, 0.5653151), (0.50413644, 0.4770438)], includedObstacleCornersIndices=set([]))§17778§0.62477595
105§2.2953863§2.2479918§Chromosome(steinerPoints=[(0.5025497, 0.47479865), (0.4974446, 0.52193314)], includedObstacleCornersIndices=set([]))§19079§0.6918041
116§2.290517§2.247346§Chromosome(steinerPoints=[(0.5025497, 0.47479865), (0.5117564, 0.5494565)], includedObstacleCornersIndices=set([]))§21136§0.7863615
119§2.2969513§2.2465794§Chromosome(steinerPoints=[(0.5025497, 0.47479865), (0.5047086, 0.5309195)], includedObstacleCornersIndices=set([]))§21690§0.8115641
224§2.2785013§2.245877§Chromosome(steinerPoints=[(0.5025497, 0.47479865), (0.5047086, 0.5309195), (0.50656205, 0.44753587)], includedObstacleCornersIndices=set([]))§42301§1.7599399
258§2.2786267§2.2455833§Chromosome(steinerPoints=[(0.50656205, 0.44753587), (0.4919495, 0.5411936)], includedObstacleCornersIndices=set([]))§49348§2.106165
373§2.2688885§2.2445536§Chromosome(steinerPoints=[(0.4919495, 0.5411936), (0.49795958, 0.46154833)], includedObstacleCornersIndices=set([]))§74637§3.238207
677§2.260274§2.244303§Chromosome(steinerPoints=[(0.49795958, 0.46154833), (0.49485362, 0.5346061), (0.4996084, 0.5321282)], includedObstacleCornersIndices=set([]))§145244§6.465295
710§2.2599487§2.2435608§Chromosome(steinerPoints=[(0.53998715, 0.50095683), (0.4550789, 0.49968252)], includedObstacleCornersIndices=set([]))§152967§6.8133736
1211§2.2484498§2.2435608§Chromosome(steinerPoints=[(0.53998715, 0.50095683), (0.4550789, 0.49968252)], includedObstacleCornersIndices=set([]))§269263§12.034012
