generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1459999400§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 0, 6]))§670§0.040093523
502§1079999500§1.7652427§Chromosome(steinerPoints=[(0.6047958, 0.35348168), (0.79678124, 0.9057446)], includedObstacleCornersIndices=set([7, 5, 0, 6]))§104575§2.0608964
