generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.2852159§2.262741§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§673§0.031858884
32§2.2636027§2.2616026§Chromosome(steinerPoints=[(0.46303526, 0.52368325)], includedObstacleCornersIndices=set([]))§5941§0.17704673
39§2.2645743§2.2543128§Chromosome(steinerPoints=[(0.45884684, 0.5091877)], includedObstacleCornersIndices=set([]))§7159§0.21098918
80§2.2679667§2.253048§Chromosome(steinerPoints=[(0.50619036, 0.43133086), (0.48261306, 0.55457467)], includedObstacleCornersIndices=set([]))§14480§0.42511046
103§2.2949686§2.2511256§Chromosome(steinerPoints=[(0.50619036, 0.43133086), (0.4949276, 0.5253701)], includedObstacleCornersIndices=set([]))§18665§0.5888642
111§2.2945888§2.248727§Chromosome(steinerPoints=[(0.48261306, 0.55457467), (0.49321398, 0.46445695)], includedObstacleCornersIndices=set([]))§20132§0.6604222
134§2.2876458§2.2484376§Chromosome(steinerPoints=[(0.4949276, 0.5253701), (0.48624265, 0.4588962)], includedObstacleCornersIndices=set([]))§24440§0.86771566
151§2.2806764§2.2478209§Chromosome(steinerPoints=[(0.4949276, 0.5253701), (0.5093829, 0.4449104)], includedObstacleCornersIndices=set([]))§27698§1.0162854
171§2.2871623§2.2464855§Chromosome(steinerPoints=[(0.4949276, 0.5253701), (0.5093829, 0.4449104), (0.49586332, 0.5500964)], includedObstacleCornersIndices=set([]))§31542§1.2094281
185§2.281403§2.2461362§Chromosome(steinerPoints=[(0.49586332, 0.5500964), (0.5093829, 0.4449104)], includedObstacleCornersIndices=set([]))§34339§1.3363857
202§2.283051§2.2455568§Chromosome(steinerPoints=[(0.4993545, 0.5443362), (0.5093829, 0.4449104)], includedObstacleCornersIndices=set([]))§37757§1.4913453
247§2.2783675§2.2440028§Chromosome(steinerPoints=[(0.4993545, 0.5443362), (0.49409366, 0.4586789)], includedObstacleCornersIndices=set([]))§47002§1.9122033
369§2.2705011§2.2437534§Chromosome(steinerPoints=[(0.49409366, 0.4586789), (0.4993545, 0.5443362), (0.4978588, 0.46200693)], includedObstacleCornersIndices=set([]))§73645§3.1442828
870§2.2537556§2.2435448§Chromosome(steinerPoints=[(0.4984943, 0.45625103), (0.4993545, 0.5443362)], includedObstacleCornersIndices=set([]))§189960§8.47284
