generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§120000010§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§672§0.004399885
502§0.74251336§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104477§0.38112998
