generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.3421662§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1]))§672§0.01711253
502§2.3410943§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 0]))§104328§0.6421204
