generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§4020000800§16.12468§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([32, 37]))§672§0.6131045
8§280000030§16.116482§Chromosome(steinerPoints=[(3.5512924, 2.2975202)], includedObstacleCornersIndices=set([32]))§1844§0.64454526
9§359999970§16.073296§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32, 37]))§2014§0.6481477
24§320000000§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32, 37, 24]))§4564§0.7010674
525§180000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32, 37, 24]))§109922§3.3176396
