generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.0321627§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§675§0.027187936
502§0.7952853§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104723§0.4818446
