generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.0483885§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§675§0.007894357
502§0.7820898§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104298§0.39410582
