generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3440001000§10.144281§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§673§0.55041814
5§339999970§10.132978§Chromosome(steinerPoints=[(4.8327646, 3.608791)], includedObstacleCornersIndices=set([]))§1347§0.56264246
140§200000020§10.128808§Chromosome(steinerPoints=[(4.887111, 5.2461305)], includedObstacleCornersIndices=set([]))§25539§0.74525
285§260000020§10.118816§Chromosome(steinerPoints=[(5.1254406, 5.763247)], includedObstacleCornersIndices=set([]))§54901§0.9598245
401§120000020§10.117114§Chromosome(steinerPoints=[(4.7908626, 6.042184), (4.741869, 3.6561842)], includedObstacleCornersIndices=set([]))§81000§1.141345
468§300000000§10.108037§Chromosome(steinerPoints=[(4.7908626, 6.042184), (6.2670026, 2.8330245)], includedObstacleCornersIndices=set([]))§96495§1.267031
469§180000020§10.106768§Chromosome(steinerPoints=[(4.7908626, 6.042184), (6.2670026, 2.8330245), (4.741869, 3.6561842)], includedObstacleCornersIndices=set([]))§96731§1.2690437
540§140000020§10.093591§Chromosome(steinerPoints=[(4.7908626, 6.042184), (6.2670026, 2.8330245), (3.390101, 2.6535988)], includedObstacleCornersIndices=set([]))§113200§1.4369125
542§180000020§10.092024§Chromosome(steinerPoints=[(4.7908626, 6.042184), (4.741869, 3.6561842), (6.2670026, 2.8330245), (3.390101, 2.6535988), (4.74561, 3.6165264)], includedObstacleCornersIndices=set([]))§113658§1.4421706
543§180000020§10.084222§Chromosome(steinerPoints=[(4.7908626, 6.042184), (6.2670026, 2.8330245), (3.390101, 2.6535988), (4.868647, 3.570424)], includedObstacleCornersIndices=set([]))§113893§1.4447128
579§180000020§10.078998§Chromosome(steinerPoints=[(6.2670026, 2.8330245), (4.7908626, 6.042184), (4.868647, 3.570424), (3.2331982, 2.5944705)], includedObstacleCornersIndices=set([]))§122226§1.5498376
748§200000020§10.074184§Chromosome(steinerPoints=[(3.2331982, 2.5944705), (4.7908626, 6.042184), (4.868647, 3.570424), (4.850074, 3.5805597), (6.6087685, 2.6966462)], includedObstacleCornersIndices=set([]))§161441§2.1497462
841§120000020§10.072636§Chromosome(steinerPoints=[(3.2331982, 2.5944705), (4.7908626, 6.042184), (4.868647, 3.570424), (4.850074, 3.5805597), (6.6827574, 2.6492686)], includedObstacleCornersIndices=set([]))§183012§2.483756
861§200000020§10.070972§Chromosome(steinerPoints=[(4.7908626, 6.042184), (4.868647, 3.570424), (4.850074, 3.5805597), (6.6827574, 2.6492686), (3.2754078, 2.6564012)], includedObstacleCornersIndices=set([]))§187672§2.5563838
964§120000020§10.069274§Chromosome(steinerPoints=[(3.2754078, 2.6564012), (4.7908626, 6.042184), (4.868647, 3.570424), (4.850074, 3.5805597), (4.832162, 3.5905025), (6.7669396, 2.615513)], includedObstacleCornersIndices=set([]))§211530§2.982874
994§140000020§10.068178§Chromosome(steinerPoints=[(3.2754078, 2.6564012), (6.7669396, 2.615513), (4.850074, 3.5805597), (4.832162, 3.5905025), (4.868647, 3.570424), (4.8253055, 5.986111)], includedObstacleCornersIndices=set([]))§218505§3.1111813
1278§80000020§10.067159§Chromosome(steinerPoints=[(4.850074, 3.5805597), (4.868647, 3.570424), (4.8212485, 5.9843802), (3.250429, 2.6398818), (6.7792215, 2.5909805)], includedObstacleCornersIndices=set([]))§284331§4.173273
1779§200000020§10.06702§Chromosome(steinerPoints=[(4.868647, 3.570424), (4.850074, 3.5805597), (4.8212485, 5.9843802), (6.773342, 2.599988), (3.250429, 2.6398818)], includedObstacleCornersIndices=set([]))§400852§6.00134
