generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1839999600§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 8, 0, 7]))§669§0.056908816
2§839999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 5, 0]))§837§0.06390074
9§839999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§2013§0.100977585
510§1119999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§106306§4.285024
