generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2099999200§1.9100739§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 0, 6]))§673§0.07908584
2§639999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 7, 6]))§841§0.0850343
15§939999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§3035§0.18159889
516§1019999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§107471§2.8396895
