generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3000003800§6.0906672§Chromosome(steinerPoints=[(1.2795322, 1.6965151)], includedObstacleCornersIndices=set([4, 0, 7, 5, 1]))§672§0.074150465
3§899999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([4, 5, 1, 0]))§1012§0.0854156
504§1359999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 4]))§104891§1.37342
