generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1899999700§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 1, 4, 0]))§670§0.16661716
502§1360000000§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 4, 1]))§104365§1.7996566
