generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1879999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 4, 5, 1]))§670§0.10038256
502§1359999500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 1, 4]))§104390§2.591217
