generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2299999200§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 8, 0, 7, 5, 1]))§674§0.05640948
2§719999800§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 8, 0, 7]))§843§0.06296548
3§599999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 7, 0]))§1013§0.06926389
25§699999740§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 6, 7]))§4739§0.17188591
526§1059999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 0, 5, 7]))§110016§3.1411977
