generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2819999500§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 6]))§671§0.11458947
2§1139999700§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 8, 0, 7]))§838§0.12786023
4§619999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 5, 0]))§1175§0.15684637
15§939999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§3048§0.23670752
516§1159999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§107688§5.1091447
