generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1779999600§5.797621§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6]))§672§0.050676495
4§839999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([4, 1, 0, 5]))§1173§0.05771436
505§1479999500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 5, 0, 4]))§105326§1.5434577
