generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2659999500§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5, 6]))§672§0.06016095
2§959999740§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 0, 6, 7]))§843§0.06630772
3§579999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6, 5, 0]))§1012§0.0718855
15§819999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 5, 0]))§3031§0.14767101
516§1119999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 0, 5, 7]))§107532§3.484446
