generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1719999400§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 7, 0, 6]))§670§0.067259744
2§619999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 5, 7]))§837§0.072551094
20§779999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§3871§0.16432288
521§1079999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§108799§4.2044063
