generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2579999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 7, 8]))§675§0.06829086
3§559999900§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 0, 6]))§1010§0.07950367
14§1059999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§2875§0.13469003
515§1399999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§107433§3.0224023
