generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1759999200§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 8, 7]))§670§0.056328595
2§739999740§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 1, 7, 6, 0]))§837§0.063011356
4§959999550§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 6, 0]))§1175§0.07391912
13§919999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§2698§0.11295655
514§1259999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§107296§3.983479
