generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2019999200§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 8, 7, 0]))§675§0.06340103
2§679999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 0, 6]))§844§0.07050479
9§979999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§2027§0.10919388
510§1379999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§106487§3.6289802
