generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1559999200§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 5, 0]))§672§0.07799962
502§1199999500§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 4, 1, 0]))§104452§1.7604475
