generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2240000300§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([4, 5, 1, 0]))§672§0.051920366
502§1219999400§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 5, 4, 0]))§104163§2.30595
