generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1840000300§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5]))§674§0.065794945
502§1379999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5]))§104457§1.7921075
