generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2599999700§1.8492793§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 6]))§675§0.059369165
2§459999940§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 5, 7]))§841§0.06520939
11§919999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§2356§0.11208952
512§1359999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§106834§3.5917294
