generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2240000800§5.797621§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7]))§673§0.07939772
5§879999600§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§1340§0.11005525
506§1440000000§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§105478§1.849298
