generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2219999500§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 0, 7]))§669§0.07445877
16§1059999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 0, 5, 7]))§3197§0.17374818
517§1159999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([6, 7, 0, 5]))§107982§3.0566988
