generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1159999600§1.9092792§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 8, 5, 6]))§673§0.040115684
2§559999900§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 7, 1, 5]))§842§0.044570044
4§779999700§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 7, 5]))§1178§0.052794307
14§899999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§2873§0.09628956
515§1399999400§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§107336§3.3348172
