generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1579999700§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 1, 5, 8, 0]))§670§0.068343505
2§599999940§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 6, 0, 5]))§840§0.07464154
14§799999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§2865§0.11555798
515§1319999900§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([0, 5, 7, 6]))§107405§3.45551
