generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1719999400§1.8476181§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 6, 0, 5, 7, 1]))§673§0.042315736
2§719999900§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 8, 0]))§840§0.04923963
4§639999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 6, 5]))§1176§0.06140447
12§879999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 7, 5, 6]))§2526§0.09913167
513§1139999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§107094§3.6141973
