generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2339999500§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 8, 6]))§677§0.0741335
2§739999900§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 0, 6, 5]))§846§0.08186376
12§919999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§2533§0.14673164
513§1099999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 5, 0, 7]))§106946§5.394454
