generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1179999600§1.8716398§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 5, 6]))§677§0.04744649
3§719999740§1.8438946§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 7, 1, 6, 8]))§1011§0.05417752
4§519999870§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 5, 1, 7]))§1178§0.057719752
6§479999870§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 0, 5, 7]))§1515§0.06695744
10§819999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 6, 5, 0]))§2183§0.08260896
511§1019999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([6, 0, 7, 5]))§106449§3.1631908
